timestamp,close,high,low,open,volume1488378636,136.5000,136.6600,136.4410,136.4700,335000
1488378713,136.6000,136.6900,136.5700,136.6800,183500
1488378779,136.7900,136.8500,136.6700,136.6750,175700
1488378839,136.7400,136.8400,136.6900,136.8000,73300
1488378840,136.6488,136.8200,136.5000,136.7400,89800
1488378900,136.6550,136.7200,136.6550,136.6740,108600
1488379019,136.8200,136.8400,136.6600,136.6600,114300
1488379020,136.8258,136.9000,136.8100,136.8200,134400
1488379139,136.7900,136.8300,136.7500,136.8264,99100
1488379140,136.3738,136.8090,136.3600,136.7800,122200
1488379200,136.3600,136.5000,136.3000,136.3700,140500
1488379319,136.4200,136.5250,136.3600,136.3600,81800
1488379379,136.4900,136.5300,136.3600,136.4400,49400
1488379380,136.5600,136.6400,136.4700,136.5000,67300
1488379440,136.5300,136.6000,136.5000,136.5510,70100
1488379500,136.6000,136.6600,136.5300,136.5300,57700
1488379561,136.6700,136.7000,136.6000,136.6000,28900
1488379679,136.7096,136.7400,136.6600,136.6822,47200
1488379680,136.6700,136.7400,136.6200,136.7100,67200
1488379741,136.5965,136.7100,136.5900,136.6700,85700
1488379800,136.5500,136.6500,136.5500,136.6000,49100
1488379918,136.5200,136.5900,136.4900,136.5600,30200
1488379974,136.4550,136.5150,136.3700,136.5101,86500
1488379980,136.4015,136.5454,136.3900,136.4500,54600
1488380041,136.3700,136.4100,136.3200,136.3900,36400
1488380159,136.4400,136.4700,136.3500,136.3800,46700
1488380160,136.5900,136.6300,136.4400,136.4400,73700
1488380220,136.6000,136.6200,136.5680,136.5722,36800
1488380280,136.5900,136.6100,136.5700,136.5920,29200
1488380340,136.6650,136.6700,136.5800,136.5800,71600
1488380459,136.7314,136.7400,136.6700,136.6800,49200
1488380460,136.7800,136.8600,136.6800,136.7240,117000
1488380520,136.7800,136.8100,136.6900,136.7800,83100
1488380638,136.7053,136.8000,136.6812,136.7850,52000
1488380698,136.7737,136.7800,136.6400,136.7000,62700
1488380700,136.7899,136.7900,136.7250,136.7751,46500
1488380760,136.7900,136.8000,136.7600,136.7780,29000
1488380823,136.6899,136.7800,136.6800,136.7800,34700
1488380880,136.8000,136.8400,136.6701,136.6859,107600
1488380999,136.9400,136.9700,136.7801,136.7900,111500
1488381002,136.8701,136.9300,136.8400,136.9300,38400
1488381060,136.8000,136.8700,136.7300,136.8700,48600
1488381121,136.8776,136.8900,136.7800,136.7900,36900
1488381238,136.8940,136.9500,136.8300,136.8600,67600
1488381240,136.8850,136.9150,136.8400,136.8900,42200
1488381303,136.8300,136.8700,136.8200,136.8700,27600
1488381360,136.8100,136.8625,136.7693,136.8300,35600
1488381425,136.7700,136.8600,136.7600,136.8042,20900
1488381539,136.7249,136.7991,136.6900,136.7672,40800
1488381540,136.7000,136.7333,136.6827,136.7200,23000
1488381600,136.7766,136.8000,136.7100,136.7100,35700
1488381718,136.7300,136.8100,136.7200,136.7750,26800
1488381721,136.7400,136.7557,136.6900,136.7400,20500
1488381781,136.7201,136.7400,136.6900,136.7400,22800
1488381840,136.7300,136.7458,136.7000,136.7201,20600
1488381959,136.7200,136.7758,136.7000,136.7200,29600
1488381960,136.7300,136.7375,136.6900,136.7000,37000
1488382020,136.7000,136.7300,136.6600,136.7200,23400
1488382135,136.6950,136.7400,136.6900,136.7100,14400
1488382140,136.7100,136.7600,136.6901,136.6990,72900
1488382200,136.7240,136.7300,136.7000,136.7200,22800
1488382263,136.7050,136.7500,136.7000,136.7250,24200
1488382378,136.6900,136.7000,136.6700,136.6901,16800
1488382381,136.6500,136.7250,136.6400,136.6900,37100
1488382440,136.7000,136.7100,136.6350,136.6500,15100
1488382559,136.7200,136.7300,136.6800,136.7100,17500
1488382619,136.6800,136.7300,136.6800,136.7200,24500
1488382679,136.6868,136.7100,136.6710,136.7000,29000
1488382739,136.7100,136.7200,136.6800,136.6900,20800
1488382741,136.5700,136.7200,136.5200,136.7200,48200
1488382804,136.5750,136.6070,136.5644,136.5800,20800
1488382918,136.5700,136.6200,136.5700,136.5742,29700
1488382921,136.5201,136.6000,136.5201,136.5789,34600
1488382980,136.5478,136.5500,136.4600,136.5202,47600
1488383099,136.5200,136.5490,136.5000,136.5400,21500
1488383100,136.6000,136.6200,136.5100,136.5300,50400
1488383160,136.5801,136.6500,136.5701,136.6100,48200
1488383220,136.6000,136.6200,136.5500,136.5900,43400
1488383336,136.6600,136.6600,136.5780,136.5999,69300
1488383340,136.6100,136.6700,136.6000,136.6600,30100
1488383459,136.5700,136.6300,136.5600,136.6200,16200
1488383461,136.5600,136.6200,136.5350,136.5700,43000
1488383579,136.4900,136.5600,136.4850,136.5569,36400
1488383580,136.4660,136.4930,136.4500,136.4800,40100
1488383699,136.4400,136.4900,136.4300,136.4600,33500
1488383701,136.4700,136.4875,136.4300,136.4302,35200
1488383760,136.4700,136.4900,136.4500,136.4660,29600
1488383822,136.4600,136.4800,136.4500,136.4700,29900
1488383884,136.4900,136.4950,136.4600,136.4600,28800
1488383942,136.4900,136.5000,136.4850,136.4890,32000
1488384000,136.4600,136.5000,136.4600,136.4940,20300
1488384060,136.4800,136.5000,136.4600,136.4600,24200
1488384124,136.4700,136.4799,136.4500,136.4799,11900
1488384185,136.4400,136.4699,136.4299,136.4699,16900
1488384241,136.4200,136.4350,136.3900,136.4300,36500
1488384358,136.4400,136.4400,136.3900,136.4100,13500
1488384360,136.4350,136.4600,136.4150,136.4363,16300
1488384421,136.4700,136.4870,136.4100,136.4360,25600
1488384539,136.5599,136.5599,136.4500,136.4700,35400
1488384594,136.5700,136.5800,136.5100,136.5500,34800
1488384600,136.5095,136.5700,136.5000,136.5683,23500
1488384665,136.5700,136.5800,136.5200,136.5200,27700
1488384720,136.5200,136.5600,136.5200,136.5514,15500
1488384839,136.4900,136.5300,136.4800,136.5200,10400
1488384840,136.5000,136.5105,136.4600,136.4900,17100
1488384958,136.4800,136.5000,136.4600,136.4958,20200
1488385018,136.4800,136.5140,136.4800,136.4850,13300
1488385022,136.4750,136.5200,136.4700,136.4899,21800
1488385139,136.4575,136.4800,136.4200,136.4800,35500
1488385198,136.3900,136.4800,136.3800,136.4700,32900
1488385257,136.3800,136.4000,136.3600,136.3900,28800
1488385263,136.3302,136.3800,136.3200,136.3700,23900
1488385321,136.3550,136.3700,136.3200,136.3400,22000
1488385438,136.3500,136.3600,136.3300,136.3450,18000
1488385440,136.3875,136.4100,136.3500,136.3500,48300
1488385559,136.3950,136.4100,136.3900,136.4000,23300
1488385562,136.4550,136.4800,136.3900,136.3910,32000
1488385620,136.4150,136.4600,136.4100,136.4500,22400
1488385680,136.4950,136.5000,136.4050,136.4198,26400
1488385740,136.4700,136.5000,136.4700,136.4900,29400
1488385800,136.4950,136.5000,136.4750,136.4765,21100
1488385919,136.5451,136.5473,136.4866,136.5000,33200
1488385922,136.5900,136.6000,136.5430,136.5446,36900
1488386039,136.5700,136.6200,136.5550,136.5800,40100
1488386097,136.5950,136.5999,136.5400,136.5750,31000
1488386101,136.6600,136.6600,136.5999,136.6000,41500
1488386162,136.5500,136.6600,136.5400,136.6550,45300
1488386220,136.5765,136.5800,136.5400,136.5500,13600
1488386280,136.5999,136.6125,136.5700,136.5750,30400
1488386344,136.5900,136.6000,136.5600,136.5950,21300
1488386401,136.5850,136.6000,136.5700,136.5900,42400
1488386462,136.5950,136.6137,136.5800,136.5850,35200
1488386522,136.5700,136.6000,136.5600,136.6000,23400
1488386586,136.6000,136.6000,136.5750,136.5800,21000
1488386640,136.5900,136.6100,136.5700,136.5969,41800
1488386759,136.6150,136.6200,136.5750,136.5800,56400
1488386819,136.6499,136.6599,136.6100,136.6200,16500
1488386821,136.7000,136.7100,136.6500,136.6500,74100
1488386880,136.6874,136.7100,136.6874,136.7004,16200
1488386999,136.7050,136.7100,136.6884,136.6964,17300
1488387002,136.6454,136.7200,136.6300,136.7100,30800
1488387065,136.6900,136.6900,136.6600,136.6600,15500
1488387179,136.6760,136.7000,136.6700,136.6900,17500
1488387180,136.6800,136.7000,136.6600,136.6750,27900
1488387240,136.6800,136.7000,136.6700,136.6900,15800
