timestamp,close,high,low,open,volume1488378679,829.9800,829.9800,829.2500,829.3100,66400
1488378729,829.1700,830.0000,829.1700,829.6650,9300
1488378782,828.4999,829.3600,828.4999,829.0000,8500
1488378849,827.3150,828.7151,827.3150,828.5500,14200
1488378926,828.4999,828.4999,827.5001,827.8200,5300
1488379014,829.7300,829.8400,828.8000,828.8000,8300
1488379024,829.4500,829.5001,829.0800,829.0800,5400
1488379087,829.9200,830.0000,829.5500,829.7300,9800
1488379147,829.8500,830.0000,829.5001,829.8100,10300
1488379202,828.2000,829.7000,828.2000,829.4350,7700
1488379262,828.4999,828.8384,828.3000,828.6500,5700
1488379322,828.7300,828.8700,828.2400,828.7100,6600
1488379432,828.7101,829.3680,828.7101,828.8601,4600
1488379449,828.9500,829.2200,828.8856,828.8856,3600
1488379505,828.8199,829.2700,828.7100,828.9710,5200
1488379570,828.9999,829.0000,828.7200,829.0000,2400
1488379621,828.4100,828.8199,828.2800,828.7800,8200
1488379684,829.0600,829.0600,828.4200,828.5800,4300
1488379748,829.4000,829.6900,829.0300,829.0300,6800
1488379817,829.6600,829.8800,829.6400,829.8000,3100
1488379865,829.7200,829.9500,829.6600,829.7033,4700
1488379922,829.4600,829.6968,829.4600,829.6968,1600
1488379980,829.9200,829.9500,829.2500,829.3600,6300
1488380040,830.1800,830.1800,829.7800,829.9900,11700
1488380101,830.8300,830.9200,830.1600,830.1600,10400
1488380163,831.6200,831.6200,830.9200,830.9200,6200
1488380236,831.6700,831.8361,831.5001,831.5403,15800
1488380290,831.2200,831.9399,831.2200,831.7088,11800
1488380344,831.8000,831.8000,831.1600,831.5999,4600
1488380404,831.8000,831.9399,831.2100,831.8200,5400
1488380463,832.6915,832.8800,832.0000,832.0000,12000
1488380522,833.0700,833.0700,832.5400,832.5400,9000
1488380583,833.1900,833.1900,832.6800,832.9000,6100
1488380640,833.1600,833.2396,832.8500,833.0700,13800
1488380716,833.4000,833.4500,832.8580,833.0550,11900
1488380764,833.3300,833.4500,833.2100,833.4500,6600
1488380830,833.3525,833.3525,833.1400,833.2600,3600
